EMD-1905 I 14.7 n/a
EMD-1907 I 10.5 n/a
EMD-1908 C1 24 n/a
EMD-1910 C2 25 n/a
EMD-1911 C4 25 n/a
EMD-1912 C1 17.8 n/a
EMD-1913 C7 15 n/a
EMD-1914 O 20 n/a
EMD-1915 C1 11.1 3j0d
EMD-1916 C1 11.1 3j0d
EMD-1917 C1 9.9 3j0e
EMD-1918 C1 9.9 3j0e
EMD-1920 C1 nan n/a
EMD-1921 C1 nan n/a
EMD-1922 C1 30 n/a
EMD-1923 C1 20 n/a
EMD-1924 C1 20 n/a
EMD-1925 C1 22 n/a
EMD-1926 C1 26 n/a
EMD-1927 C1 18 n/a
EMD-1928 C1 15 n/a
EMD-1929 C1 17 n/a
EMD-1930 C3 20 n/a
EMD-1931 C1 16.9 n/a
EMD-1932 C6 21 3zuh
EMD-1933 I 10.3 3zue
EMD-1934 I 9.9 n/a
EMD-1935 I 10.3 n/a
EMD-1936 I 20.0 n/a
EMD-1937 I 24.4 n/a
EMD-1938 I 14.7 n/a
EMD-1939 I 8.9 n/a
EMD-1940 C6 20 3zw6
EMD-1942 I 8.9 n/a
EMD-1943 I 11.8 n/a
EMD-1944 I 10.3 n/a
EMD-1945 I 10.2 n/a
EMD-1946 I 10.8 n/a
EMD-1947 I 12.3 n/a
EMD-1948 I 9.2 n/a
EMD-1960 C1 10.5 4a0o
EMD-1961 C1 10.7 4a0v
EMD-1962 C1 13.9 4a0w
EMD-1963 C1 11.3 4a13
EMD-1964 C1 25 n/a
EMD-1965 C1 26 n/a
EMD-1968 I 14.2 n/a
EMD-1969 I 17.4 n/a
EMD-1970 C3 14.0 n/a
EMD-1972 C6 37 n/a
EMD-1975 C1 23 n/a
EMD-1976 C1 29.3 n/a
EMD-1977 C2 23 n/a
EMD-1978 C5 17 4a5q
EMD-1979 O 19 n/a
EMD-1981 C1 14.2 4a8a
EMD-1982 T 13 4a8b
EMD-1983 T 7.5 4a8c
EMD-1984 O 7.5 4a9g
EMD-1985 C1 12 n/a
EMD-1991 C1 24 n/a
EMD-1992 C2 9.0 n/a
EMD-1993 C1 16 n/a
EMD-1994 C1 15 n/a
EMD-1996 C1 37 n/a
EMD-1997 C7 7 n/a
EMD-1998 C7 8 4aaq
EMD-1999 C7 8 4aar
EMD-2000 C7 8.5 4aas
EMD-20000 None 3.6 6oab
EMD-20001 I 3.0 6oas
EMD-20002 C1 6.2 n/a
EMD-20003 C1 6.7 n/a
EMD-20004 C1 2.9 6oax
EMD-20005 C1 3.3 6oay
EMD-20006 None 5.72 n/a
EMD-20007 None 6.59 n/a
EMD-20008 None 7.22 n/a
EMD-2001 C7 8.5 4aau
EMD-20016 D3 2.77148 7kns
EMD-20017 C2 4.9 6oce
EMD-20019 I 5.8 6odf
EMD-2002 C7 8.5 4ab2
EMD-20020 C14 3.8 6odi,6oeg,6oee,6oef,6oeh
EMD-20021 C17 3.5 6odj
EMD-20022 C1 3.7 n/a
EMD-20023 C1 5.4 n/a
EMD-20024 None 3.8 6ody
EMD-20025 I 5.2 n/a
EMD-20026 O 1.75 n/a
EMD-20027 O 2.32 n/a
EMD-20028 O 3.08 n/a
EMD-20029 None 8.5 n/a
EMD-2003 C7 8.5 4ab3
EMD-20030 None 3.6 6oem
EMD-20031 None 4.3 6oen
EMD-20032 None 3.69 6oeo
EMD-20033 None 3.7 6oep
EMD-20034 None 4.3 6oeq
EMD-20035 None 3.29 6oer
EMD-20036 None 3.06 6oes
EMD-20037 None 3.4 6oet
EMD-20038 None 3.15 n/a
EMD-20039 None 3.44 n/a
EMD-2004 C1 15 n/a
EMD-20040 None 2.9 6of2
EMD-20041 None 3.0 6of3
EMD-20042 None 3.2 6of4
EMD-20047 C2 4.5 6ofj
EMD-20048 C1 3.3 6ofx
EMD-20049 C1 3.3 6og1
EMD-2005 None 8.6 4abo
EMD-20050 C1 4.1 6og2
EMD-20051 C1 4.1 6og3
EMD-20052 None 3.3 6og7
EMD-20053 C5 4.4 6ogd
EMD-20054 C5 11.0 n/a
EMD-20055 C1 4.36 6oge
EMD-20056 None 3.9 6ogf
EMD-20057 None 4.2 6ogg
EMD-20058 None 3.4 6ogi
EMD-20059 C1 3.4 6ogy
EMD-2006 None 15 n/a
EMD-20060 C1 3.6 6ogz
EMD-20070 C3 2.9 6ohw
EMD-20073 C1 4.6 n/a
EMD-20074 C3 4.1 6ohy
EMD-20077 None 3.8 6oig
EMD-20078 C1 3.3 6oij
EMD-20079 None 3.6 6oik
EMD-2008 C1 7.2 n/a
EMD-20080 C1 3.6 6ois
EMD-20081 C1 3.5 6oit
EMD-20083 None 3.7 6oj0
EMD-20084 None 25.0 n/a
EMD-20085 None 4.5 n/a
EMD-20086 C1 4.5 6oj3
EMD-20087 C1 3.3 6oj4
EMD-20088 C1 5.2 6oj5
EMD-20089 C1 4.2 6oj6
EMD-2009 C1 6.6 3j15
EMD-20090 C1 3.26 6omf
EMD-20091 I 8.6 6ojn
EMD-20092 None 3.67 6ojq
EMD-20093 None 3.23 n/a
EMD-20094 None 3.31 n/a
EMD-20095 None 3.75 n/a
EMD-20096 None 5.63 n/a
EMD-20097 None 4.8 n/a
EMD-20098 None 7.55 n/a
EMD-20099 I 6.7 6okb
EMD-2010 C1 7.2 3j16
EMD-20100 C1 3.28 6okp
EMD-20101 C1 4.36 n/a
EMD-20102 C7 4.2 6okr
EMD-20103 None 4.2 6oks
EMD-20104 None 4.2 6okt
EMD-20105 None 3.8 6oku
EMD-20106 C1 28.0 n/a
EMD-20107 C1 23.0 n/a
EMD-20108 C1 20.0 n/a
EMD-20109 C1 12.0 n/a
EMD-2011 C1 24 n/a
EMD-20110 C1 4.0 n/a
EMD-20111 C1 5.4 n/a
EMD-20112 C1 19.0 n/a
EMD-20113 I 3.3 6ola
EMD-20114 C2 7.8 6olj
EMD-20115 C3 4.0 6olk
EMD-20116 C2 4.1 6oll
EMD-20117 C6 4.4 6olm
EMD-20118 C1 4.2 6olp
EMD-2012 C1 6.6 4adx
EMD-20121 C1 3.1 6om6
EMD-20122 I 7.2 6oma
EMD-20123 I 6.8 n/a
EMD-20124 None 3.7 6omb
EMD-20125 I 3.8 6omc
EMD-20126 None 3.17 6omm
EMD-20127 C2 22.1 n/a
EMD-20128 C1 21.4 n/a
EMD-20129 C2 19.7 n/a
EMD-2013 C1 28 n/a
EMD-20130 C1 24.4 n/a
EMD-20131 C2 21.6 n/a
EMD-20132 C1 3.9 6omv
EMD-20133 C1 3.0 6on2
EMD-20134 None 4.7 n/a
EMD-20135 None 4.6 n/a
EMD-20136 None 4.1 n/a
EMD-20137 None 4.4 n/a
EMD-20138 None 4.5 n/a
EMD-20139 None 3.9 n/a
EMD-2014 C1 23 n/a
EMD-20140 None 3.8 n/a
EMD-20141 None 4.3 n/a
EMD-20142 None 4.4 6oo2
EMD-20143 C4 2.9 6oo3
EMD-20144 None 3.8 n/a
EMD-20145 C2 3.3 6oo4
EMD-20146 C2 4.2 6oo5
EMD-20147 None 4.0 n/a
EMD-20148 C2 3.8 6oo7
EMD-20149 None 3.7 6opc
EMD-2015 C1 25 n/a
EMD-20150 C3 3.5 6opn
EMD-20151 C3 3.5 6opo
EMD-20152 C1 3.7 6opp
EMD-20153 C3 3.8 6opq
EMD-20155 O 2.9 n/a
EMD-20156 O 3.9 n/a
EMD-20157 O 4.3 n/a
EMD-20158 None 2.8 n/a
EMD-20159 C1 11.8 n/a
EMD-2016 C1 25 n/a
EMD-20167 None 3.1 6oqr
EMD-20168 None 3.3 6oqs
EMD-20169 None 3.1 6oqt
EMD-2017 C1 13.5 4adv
EMD-20170 None 3.2 6oqu
EMD-20171 None 3.3 6oqv
EMD-20172 None 3.1 6oqw
EMD-20173 None 2.9 6ore
EMD-20174 None 3.5 6orl
EMD-20175 C3 4.05 6orn
EMD-20176 C3 3.9 6oro
EMD-20177 C3 4.4 6orp
EMD-20178 C3 4.4 6orq
EMD-20179 C1 3.0 6orv
EMD-20180 None 3.0 6os9
EMD-20181 None 3.0 6osa
EMD-20182 C1 6.97 n/a
EMD-20184 None 3.6 6osk
EMD-20187 None 3.5 6osq
EMD-20188 None 4.2 6ost
EMD-20189 C3 4.3 6osy
EMD-2019 C1 15.5 n/a
EMD-20190 None 3.84 6ot0
EMD-20191 C3 3.5 6ot1
EMD-20192 C4 4.1 6ot2
EMD-20193 None 3.9 6ot3
EMD-20194 C4 3.6 6ot5
EMD-20195 I 3.1 6otf
EMD-20197 I 2.9 n/a
EMD-20198 C1 3.2 6ou9
EMD-20199 I 2.7 n/a
EMD-2020 C1 17.7 n/a
EMD-20200 C1 4.18 6oua
EMD-20201 I 2.7 n/a
EMD-20202 C1 2.8 6ouc
EMD-20203 C1 3.4 6oul
EMD-20204 None 3.7 6ouo
EMD-20205 C1 2.6 6out
EMD-20206 I 4.1 6ouu
EMD-20207 I 2.6 6owg
EMD-20208 None 3.0 n/a
EMD-20209 None 4.1 n/a
EMD-20210 C1 3.7 n/a
EMD-20211 None 3.4 n/a
EMD-20212 T 2.6 6ovh
EMD-20213 D3 3.06486 n/a
EMD-20214 D3 3.84407 n/a
EMD-20215 C1 3.2 6owo
EMD-20216 None 2.98 6ows
EMD-20217 C1 3.8 6owt
EMD-20218 None 4.9 n/a
EMD-20219 None 5.3 n/a
EMD-20220 C1 3.5 6oxl
EMD-20221 C2 4.0 6oy3
EMD-20222 None 3.9 6oy9
EMD-20223 C1 3.3 6oya
EMD-20224 C3 3.79 6ozc
EMD-20225 O 2.94 n/a
EMD-20226 C1 3.2 6p07
EMD-20227 None 2.85 n/a
EMD-20228 O 2.51 n/a
EMD-20229 O 2.93 n/a
EMD-20230 None 4.05 n/a
EMD-20231 None 3.91 n/a
EMD-20232 None 3.91 n/a
EMD-20233 C1 3.5 6p18
EMD-20234 C1 3.8 6p19
EMD-20235 C1 3.2 6p1h
EMD-20236 C1 3.2 6p25
EMD-20238 None 3.0 6p2j
EMD-20239 None 3.1 6p2p
EMD-20240 C1 3.2 6p2r
EMD-20244 C2 3.5 6p46
EMD-20245 C2 3.9 6p47
EMD-20246 C2 3.2 6p48
EMD-20247 C2 3.3 6p49
EMD-20248 C1 3.1 6p4g
EMD-20249 C1 3.2 6p4h
EMD-2025 I 15 n/a
EMD-20250 None 3.1 6p4j
EMD-20251 None 3.1 6p4k
EMD-20252 None 3.1 6p4l
EMD-20253 None 9.5 n/a
EMD-20254 C2 3.6 6p5a
EMD-20255 C1 3.1 6p5i
EMD-20256 C1 3.1 6p5j
EMD-20257 C1 3.1 6p5k
EMD-20258 C1 3.2 6p5n
EMD-20259 C3 3.57 6p62
EMD-2026 C1 25 n/a
EMD-20260 C3 3.94 6p65
EMD-20261 I 4.5 6p6f
EMD-20262 None 3.67 6p6i
EMD-20263 None 4.92 n/a
EMD-20264 None 3.4 6p6j
EMD-20265 C4 4.0 6p6w
EMD-20266 C1 3.0 6p7m
EMD-20267 C1 4.9 6p7n
EMD-20268 C1 21.0 n/a
EMD-20269 C1 24.0 n/a
EMD-2027 I 6.09 4biq
EMD-20270 C1 4.0 6p7v
EMD-20271 C1 4.1 6p7w
EMD-20272 C1 4.3 6p7x
EMD-20273 C3 21.0 n/a
EMD-20274 C3 21.0 n/a
EMD-20275 I 2.9 6p9o
EMD-20276 I 3.2 6p9w
EMD-20277 C1 2.91 6p9x
EMD-20278 C1 3.01 6p9y
EMD-20279 C1 30.0 n/a
EMD-2028 I 8.23 4bip
EMD-20280 C1 30.0 n/a
EMD-20281 None 2.94 6pa7
EMD-20282 C1 5.1 6pas
EMD-20283 None 5.8 6pat
EMD-20284 None 3.0 6pb0
EMD-20285 None 2.8 6pb1
EMD-20286 None 4.35 6pb4
EMD-20287 None 4.52 6pb5
EMD-20288 None 4.29 6pb6
EMD-20289 C1 4.08 6pb7
EMD-2029 C1 18 n/a
EMD-20291 C4 3.78 6pbe
EMD-20292 C4 4.2 6pbf
EMD-20293 C1 17.5 n/a
EMD-20294 C4 4.0 6pbx
EMD-20295 C4 3.67 6pby
EMD-20296 C1 2.7 6pc5
EMD-20297 C1 2.5 6pc6
EMD-20298 C1 2.5 6pc7
EMD-20299 C1 2.9 6pc8
EMD-2030 C1 17 n/a
EMD-20300 C1 2.9 6pch
EMD-20301 C3 4.12 6pci
EMD-20304 C1 2.6 6pcq
EMD-20305 C1 2.5 6pcr
EMD-20306 None 2.8 6pcs
EMD-20307 None 2.8 6pct
EMD-20308 C1 3.2 6pcv
EMD-2031 C1 15.6 n/a
EMD-20310 None 3.8 6q14
EMD-20311 None 3.9 n/a
EMD-20312 None 5.15 6q15
EMD-20313 None 4.75 n/a
EMD-20314 None 6.0 n/a
EMD-20315 None 3.42 6pee
EMD-20316 None 3.5 6pem
EMD-20317 None 3.8 6pep
EMD-20318 C1 3.1 6pdw
EMD-20319 None 3.7 6pdy
EMD-2032 C2 12.15 n/a
EMD-20320 C1 3.5 6pe0
EMD-20321 C1 4.0 6pe2
EMD-20322 None 3.1 6pe4
EMD-20323 None 3.2 6pe5
EMD-20324 C1 9.9 n/a
EMD-20325 C1 8.4 n/a
EMD-20326 C1 10.1 n/a
EMD-20327 None 4.2 6pek
EMD-2033 C1 15.7 n/a
EMD-20330 C2 2.97 6peq
EMD-20332 C1 4.4 n/a
EMD-20333 T 3.2 6pev
EMD-20334 D6 3.2 6pew
EMD-2034 C1 12.8 n/a
EMD-20342 C1 18.0 n/a
EMD-20343 C1 19.0 n/a
EMD-20344 C1 21.0 n/a
EMD-20345 C1 18.0 n/a
EMD-20346 C1 25.0 n/a
EMD-20347 C1 24.0 n/a
EMD-20348 C1 17.1 n/a
EMD-20349 C1 3.4 6pif
EMD-2035 C2 8.4 n/a
EMD-20350 None 3.5 6pig
EMD-20351 None 2.9 6pij
EMD-20352 None 7.8 6pik
EMD-20353 C1 2.2 6pj6
EMD-20354 D2 3.5 6pk4
EMD-20355 D2 3.1 6pk7
EMD-2036 D2 9.9 n/a
EMD-20367 C4 4.3 6pkv
EMD-20368 C2 4.5 6pkw
EMD-20369 C2 4.2 6pkx
EMD-2037 D2 12.7 n/a
EMD-20370 C5 3.3 6plo
EMD-20371 C5 3.3 6plp
EMD-20372 C5 3.4 6plq
EMD-20373 C5 3.2 6plr
EMD-20374 C5 3.0 6pls
EMD-20375 C5 3.2 6plt
EMD-20376 C5 3.3 6plu
EMD-20377 C5 3.3 6plv
EMD-20378 C5 3.0 6plw
EMD-20379 C5 2.9 6plx
EMD-2038 C6 23 n/a
EMD-20380 C5 2.9 6ply
EMD-20381 C5 3.0 6plz
EMD-20382 C5 3.1 6pm0
EMD-20383 C5 3.0 6pm1
EMD-20384 C5 3.0 6pm2
EMD-20385 C5 3.0 6pm3
EMD-20386 C5 4.0 6pm4
EMD-20387 None 7.7 n/a
EMD-20389 C5 2.9 6pm6
EMD-2039 C6 20 n/a
EMD-20390 C1 6.6 n/a
EMD-20391 None 8.28 n/a
EMD-20392 C1 5.88 n/a
EMD-20393 None 5.49 n/a
EMD-20394 C1 3.86 6pmi
EMD-20395 C1 3.91 6pmj
EMD-20396 C3 3.87 6v0r
EMD-20397 C3 3.19 6pnj
EMD-20398 None 3.7 6pns
EMD-20399 None 16.4 n/a
EMD-2040 C6 17 n/a
EMD-20400 None 26.8 n/a
EMD-20401 None 32.8 n/a
EMD-20402 None 22.7 n/a
EMD-20403 None 24.6 n/a
EMD-20404 None 26.8 n/a
EMD-20405 None 24.6 n/a
EMD-20406 C1 4.2 6po1
EMD-20407 C1 3.6 6po2
EMD-20408 C1 4.28 6po3
EMD-20409 None 28.7 n/a
EMD-2041 C6 16 n/a
EMD-20410 None 29.5 n/a
EMD-20412 C1 4.05 6pod
EMD-20413 None 3.5 6poe
EMD-20414 D2 4.3 6pof
EMD-20415 None 16.4 n/a
EMD-20416 C1 4.9 6pom
EMD-20417 I 7.1 n/a
EMD-20418 C1 4.12 6pos
EMD-20419 C1 3.98 6pp5
EMD-20420 C1 4.28 6pp6
EMD-20421 C1 4.05 6pp7
EMD-20422 None 4.12 6pp8
EMD-20423 None 12.8 n/a
EMD-20424 None 18.45 n/a
EMD-20425 None 24.6 n/a
EMD-20426 None 15.6 n/a
EMD-20427 None 16.4 n/a
EMD-20428 None 19.7 n/a
EMD-20429 None 17.4 n/a
EMD-20430 C1 7.6 n/a
EMD-20431 C1 5.2 n/a
EMD-20432 C5 4.3 6ppb
EMD-20433 C1 3.7 6ppd
EMD-20434 D7 3.19 6ppe
EMD-20435 C1 3.4 6ppf
EMD-20436 C1 3.8 6pph
EMD-20437 C12 4.7 6ppi
EMD-20438 I 12.2 n/a
EMD-20439 I 12.2 n/a
EMD-2044 C6 24 n/a
EMD-20440 None 3.5 6ppj
EMD-20441 C1 4.4 6ppk
EMD-20442 C1 3.02 6ppl
EMD-20443 None 3.2 6ppo
EMD-20444 C1 18.0 n/a
EMD-20445 C1 17.0 n/a
EMD-20446 None 3.5 6ppr
EMD-20447 None 3.5 6ppu
EMD-20449 C4 2.88 6pqo
EMD-20450 C4 3.06 6pqp
EMD-20451 C4 2.81 6pqq
EMD-20452 C2 3.4 6pqr
EMD-20453 C2 3.3 6pqu
EMD-20454 None 3.3 6pqv
EMD-20455 C2 4.6 6pqx
EMD-20456 C2 4.2 6pqy
EMD-20457 C1 3.3 6pr5
EMD-20458 None 3.5 6psf
EMD-20459 C1 4.6 6psn
EMD-2046 I 10 n/a
EMD-20460 C1 3.4 6psq
EMD-20461 C1 3.4 6psr
EMD-20462 C1 3.5 6pss
EMD-20463 C1 3.0 6pst
EMD-20464 C1 3.9 6psu
EMD-20465 C1 3.5 6psv
EMD-20466 C1 3.7 6psw
EMD-20467 None 3.3 6psx
EMD-20468 None 2.8 6psy
EMD-20469 I 3.2 6psz
EMD-2047 C2 7 n/a
EMD-20470 None 3.2 6pt0
EMD-20471 None 3.8 6ptj
EMD-20472 None 5.8 6ptn
EMD-20473 None 7.0 6pto
EMD-20474 I 3.6 n/a
EMD-20478 None 3.3 6puo
EMD-20479 None 4.4 6pur
EMD-2048 C1 16 n/a
EMD-20480 None 3.7 6pus
EMD-20481 C2 2.9 6put
EMD-20482 None 3.7 6puu
EMD-20483 C2 2.9 6puw
EMD-20484 C2 2.8 6puy
EMD-20485 C2 2.8 6puz
EMD-20486 C4 4.5 6pv6
EMD-20487 C1 3.34 6pv7
EMD-20488 C1 3.87 6pv8
EMD-20489 C1 4.7 n/a
EMD-2049 I 8.8 4an5
EMD-20490 C1 4.55 n/a
EMD-20491 C1 3.4 6pvk
EMD-20492 C4 4.4 6pvl
EMD-20493 None 4.5 6pvm
EMD-20494 None 4.07 6pvn
EMD-20495 None 5.18 6pvo
EMD-20496 C4 4.48 6pvp
EMD-20497 C2 4.75 6pvq
EMD-20498 C2 3.53 6pw4
EMD-20499 None 3.45 6pw5
EMD-2050 I 15.1 n/a
EMD-20500 C3 4.5 6pw6
EMD-20501 C1 4.03 6pw9
EMD-20502 I 3.3 6pwa
EMD-20505 C1 4.9 6pwc
EMD-20506 C1 3.95 6pwe
EMD-20507 C1 4.07 6pwf
EMD-20508 C7 3.1 6pwn
EMD-20509 C7 3.4 6pwo
EMD-2051 I 11.7 n/a
EMD-20510 C7 4.1 6pwp
EMD-20511 C1 6.2 6pwu
EMD-20512 C1 6.2 6pwv
EMD-20513 C1 4.4 6pww
EMD-20514 C1 4.2 6pwx
EMD-20516 None 3.3 6px1
EMD-20517 None 4.1 6px3
EMD-20518 C5 2.9 6pxd
EMD-2052 I 10.5 n/a
EMD-20521 O 2.1 6pxm
EMD-20522 C2 3.2 6pxv
EMD-20523 None 3.1 6pxw
EMD-20524 C1 4.3 6pyh
EMD-20525 C2 24.0 n/a
EMD-20527 C3 4.19 6pz8
EMD-20528 C1 3.65 6pz9
EMD-20529 C1 3.86 n/a
EMD-2053 C1 17 n/a
EMD-20530 C1 3.74 6pza
EMD-20531 C1 3.92 n/a
EMD-20532 C1 3.7 n/a
EMD-20533 C1 4.55 6pzb
EMD-20534 C1 4.34 6pzc
EMD-20535 C1 4.5 6pzi
EMD-20536 C1 3.2 6pzk
EMD-20537 None 3.46 6pzt
EMD-20538 C4 3.0 6pzw
EMD-2054 I 13.8 n/a
EMD-20540 C4 3.17 6pzy
EMD-20541 C4 3.6 6pzz
EMD-20542 C3 2.5 6q04
EMD-20543 None 2.8 6q05
EMD-20544 C3 2.7 6q06
EMD-20545 C3 2.9 6q07
EMD-20546 I 3.4 6q0b
EMD-2055 I 6 4aod,4aoe
EMD-20550 None 4.9 6q0j
EMD-20551 None 6.8 6q0k
EMD-20552 None 5.7 6q0t
EMD-20553 C1 4.4 n/a
EMD-20554 C1 10.0 n/a
EMD-20555 D2 4.2 6q0x
EMD-20556 C1 4.1 6q16
EMD-20557 I 9.0 6q1f
EMD-20558 C2 3.77 n/a
EMD-20559 C5 3.82 n/a
EMD-2056 C4 25.0 n/a
EMD-20560 None 3.77 n/a
EMD-20569 None 20.0 n/a
EMD-2057 I 5.5 n/a
EMD-20570 None 20.0 n/a
EMD-20571 None 20.0 n/a
EMD-20572 C2 4.1 6q2j
EMD-20573 C1 3.7 n/a
EMD-20575 None 4.4 6q2n
EMD-20576 C2 3.65 6q2o
EMD-20577 C1 3.4 n/a
EMD-20578 C2 4.3 6q2r
EMD-20579 C2 3.8 6q2s
EMD-2058 I 5.8 n/a
EMD-20580 C1 3.5 n/a
EMD-20581 C1 3.0 6ty8
EMD-20582 C1 2.9 6ty9
EMD-20583 None 3.3 6tyi
EMD-20584 C3 3.5 6tys
EMD-20585 C1 2.8 6tz0
EMD-20586 C1 3.4 6tz1
EMD-20587 C1 3.5 6tz2
EMD-2059 I 8.0 n/a
EMD-20592 None 10.0 n/a
EMD-20593 None 12.0 n/a
EMD-20594 C4 3.05 6u02
EMD-20595 C1 3.7 n/a
EMD-20596 C1 3.9 n/a
EMD-20597 C1 3.7 n/a
EMD-20598 C1 4.0 n/a
EMD-20599 C1 3.1 n/a
EMD-2060 I 7.0 n/a
EMD-20600 C1 3.6 n/a
EMD-20601 C1 4.1 n/a
EMD-20602 C1 4.3 6u0h
EMD-20603 C1 4.4 n/a
EMD-20604 None 10.8 n/a
EMD-20605 C1 3.3 6u0l
EMD-20606 C1 4.9 n/a
EMD-20607 C1 3.9 6u0m
EMD-20608 C1 3.5 6u0n
EMD-20609 None 2.91 6u0r
EMD-2061 I 12.5 n/a
EMD-20610 None 3.02 6u0v
EMD-20612 C1 4.0 6u1n
EMD-20613 C8 7.6 6u1s
EMD-20614 C1 3.0 6u1x
EMD-20615 I 3.3 6u20
EMD-20616 C16 3.49 6u23
EMD-20617 D16 3.5 n/a
EMD-20618 I 27.0 n/a
EMD-20619 D16 3.01 n/a
EMD-2062 I 8.1 n/a
EMD-20620 C16 2.37 6u2j
EMD-20621 C1 2.93 6u2k
EMD-20622 C16 8.94 n/a
EMD-20623 None 2.83 6u2l
EMD-20624 None 3.26 n/a
EMD-20625 None 3.42 n/a
EMD-20626 I 3.6 6u2v
EMD-20627 C16 3.63 6u2w
EMD-20628 C1 53.0 6u3e
EMD-20629 C1 53.0 6u3g
EMD-2063 I 19 n/a
EMD-20630 None 2.46 6u3q
EMD-20631 C1 3.4 6u42
EMD-20632 C1 3.6 n/a
EMD-20633 C1 3.57 n/a
EMD-20634 C1 3.45 n/a
EMD-20635 C1 3.66 n/a
EMD-20636 C1 3.9 n/a
EMD-20637 C1 4.0 n/a
EMD-20638 None 2.87 6u48
EMD-2064 C6 26 n/a
EMD-20640 C1 8.14 n/a
EMD-20642 C3 3.86 6u59
EMD-20643 C6 3.5 6u5b
EMD-20644 C6 3.8 6u5f
EMD-20646 C3 4.0 6u5h
EMD-20647 C6 3.5 6u5j
EMD-20648 C6 3.5 6u5k
EMD-2065 C3 22 n/a
EMD-20650 C2 3.2 6u5n
EMD-20651 C1 3.7 6u5o
EMD-20652 C2 3.3 6u5p
EMD-20653 C4 3.6 6u5r
EMD-20654 C2 3.07 6u5s
EMD-20655 D3 2.9 6u5t
EMD-20656 D3 2.8 6u5u
EMD-20657 D3 2.8 6u5v
EMD-20658 D3 3.3 6u5w
EMD-20659 C1 3.5 6u5z
EMD-2066 C3 22 n/a
EMD-20660 None 3.18 6u62
EMD-20661 None 8.9 n/a
EMD-20662 C1 4.5 6u68
EMD-20663 C4 3.6 6u6d
EMD-20664 C1 6.3 6u6e
EMD-20665 C1 5.0 6u6h
EMD-20666 C1 3.12 6u6i
EMD-20667 C2 18.5 n/a
EMD-20668 C3 3.1 6u7h
EMD-20669 None 3.53 6ui6
EMD-2067 C3 21 n/a
EMD-20670 None 3.65 6ui7
EMD-20671 C1 9.4 n/a
EMD-20672 C3 3.14 6u7k
EMD-20677 C4 3.7 6u84
EMD-20678 C4 4.0 6u86
EMD-20682 C4 3.2 6u88
EMD-20686 C4 3.4 6u8a
EMD-20687 D4 3.03 6u8e
EMD-20688 D4 3.29 6u8n
EMD-20689 None 4.67 6u8q
EMD-2069 D4 15.5 n/a
EMD-20690 D4 3.91 6u8r
EMD-20691 D4 3.14 6u8s
EMD-20692 C2 4.0 6u8y
EMD-20693 I 2.56 6u95
EMD-20695 None 4.21 6u9e
EMD-20696 C3 4.35 6u9f
EMD-20697 C1 7.0 n/a
EMD-20698 C3 3.98 6u9g
EMD-20699 C1 9.0 n/a
EMD-2070 D4 16 n/a
EMD-20700 C1 3.8 6u9h
EMD-20701 D4 3.36 6u9o
EMD-20702 None 2.9 6u9v
EMD-20703 None 3.3 6u9w
EMD-20704 C2 4.2 6ua2
EMD-20705 C2 3.65 6ua4
EMD-20706 D4 3.79 6ua5
EMD-20707 D4 3.84 6uaj
EMD-20708 C1 3.9 6uan
EMD-20709 D4 4.5 n/a
EMD-20710 I 3.3 6ubm
EMD-20714 C5 3.33 6ubs
EMD-20715 C5 3.55 6ubt
EMD-20716 D4 4.53 n/a
EMD-20717 C1 4.4 n/a
EMD-20718 D4 4.05 n/a
EMD-20720 D4 7.13 n/a
EMD-20721 None 7.5 6uby
EMD-20722 D4 7.13 n/a
EMD-20723 D4 4.42 n/a
EMD-20724 None 7.5 6uc0
EMD-20725 D4 4.48 6uc2
EMD-20726 None 9.2 6uc4
EMD-20727 C2 3.28 6ucb
EMD-20728 C2 3.06 6ucu
EMD-20729 C1 4.1 6ucv
EMD-2073 C3 23 n/a
EMD-20730 C1 4.26 n/a
EMD-20731 None 3.5 6ud3
EMD-20732 C1 3.5 n/a
EMD-20733 C2 3.3 6ud4
EMD-20734 C2 3.2 6ud8
EMD-20735 C3 4.2 6uda
EMD-20736 None 14.0 n/a
EMD-20737 None 17.0 n/a
EMD-20738 None 19.0 n/a
EMD-20739 C3 2.5 6udj
EMD-2074 C3 18.0 n/a
EMD-20740 C3 3.9 6udk
EMD-20741 D4 3.21 6udo
EMD-20742 D4 2.95 6udp
EMD-20743 C4 3.27 6udq
EMD-20744 None 12.0 n/a
EMD-20749 None 2.9 6ue7
EMD-2075 I 15.8 n/a
EMD-20750 C1 3.0 6ue8
EMD-20751 None 2.9 6ue9
EMD-20752 None 3.0 6uea
EMD-20753 C1 3.3 6ueb
EMD-20754 None 3.67 6uen
EMD-20755 C1 3.7 6ues
EMD-20756 C1 4.1 6uet
EMD-20757 C1 16.6 n/a
EMD-20758 C1 20.8 n/a
EMD-2076 I 14.4 n/a
EMD-20760 None 2.87 n/a
EMD-20761 C1 3.5 6ugd
EMD-20762 C1 3.6 6uge
EMD-20763 C1 4.2 6ugf
EMD-20764 D2 3.4 6ugh
EMD-20765 C1 3.7 6ugm
EMD-20766 None 3.04 6uh1
EMD-20767 C1 3.5 6uh5
EMD-20768 None 2.98 6uh6
EMD-20769 None 2.87 6uh7
EMD-2077 None 9.7 4aqv
EMD-20770 C1 3.9 6uhc
EMD-20772 C1 24.0 n/a
